kode_kab,kode_instansi,unit_kerja,email,telp
1605,1011663,PUSKESMAS MANGUNHARJO,mangunharjo@gmail.com,081297813940
1605,1011664,PUSKESMAS MUARA BELITI,muarabeliti@gmail.com,081289321788
1605,1011665,PUSKESMAS MUARA KATI,muarakati@gmail.com,081253342962
1605,1011666,PUSKESMAS JAYALOKA,jayaloka@gmail.com,081205371964
1605,1011667,PUSKESMAS CIPTODADI,ciptodadi@gmail.com,081200378459
1605,1011668,PUSKESMAS KARYA SAKTI,karyasakti@gmail.com,081246557557
1605,1011669,PUSKESMAS CECAR,cecar@gmail.com,081238605474
1605,1011670,PUSKESMAS SUNGAI BUNUT,sungaibunut@gmail.com,081292330708
1605,1011671,PUSKESMAS MUARA KELINGI,muarakelingi@gmail.com,081275943746
1605,1011672,PUSKESMAS AIR BELITI,airbeliti@gmail.com,081282072545
1605,1011673,PUSKESMAS MUARA LAKITAN,muaralakitan@gmail.com,081266547019
1605,1011674,PUSKESMAS PIAN RAYA,pianraya@gmail.com,081276078027
1605,1011675,PUSKESMAS MEGANG SAKTI,megangsakti@gmail.com,081251569682
1605,1011676,PUSKESMAS KELINGI IV-C,kelingiivc@gmail.com,081229843143
1606,1011677,PUSKESMAS NGULAK,ngulak@gmail.com,081206669509
1606,1011678,PUSKESMAS BABAT TOMAN,babattoman@gmail.com,081280441234
1606,1011679,PUSKESMAS ULAK PACEH,ulakpaceh@gmail.com,081295130955
1606,1011680,PUSKESMAS TANAH ABANG,tanahabang@gmail.com,081236246302
1606,1011681,PUSKESMAS LUBUK BINTIALE,lubukbintiale@gmail.com,081213989689
1606,1011682,PUSKESMAS CINTA KARYA,cintakarya@gmail.com,081215277398
1606,1011683,PUSKESMAS SUKA DAMAI,sukadamai@gmail.com,081252039559
1606,1011684,PUSKESMAS SIDORAHAYU,sidorahayu@gmail.com,081208447428
1606,1011685,PUSKESMAS TEBING BULANG,tebingbulang@gmail.com,081299788601
1606,1011686,PUSKESMAS JIRAK,jirak@gmail.com,081216271754
1606,1011687,PUSKESMAS BALAI AGUNG SEKAYU,balaiagungsekayu@gmail.com,081291292695
1606,1011688,PUSKESMAS LUMPATAN,lumpatan@gmail.com,081239889785
1606,1011689,PUSKESMAS LAIS,lais@gmail.com,081277713025
1606,1011690,PUSKESMAS GARDU HARAPAN,garduharapan@gmail.com,081266609513
1606,1011691,PUSKESMAS TELUK KIJING,telukkijing@gmail.com,081208075731
1606,1011692,PUSKESMAS SUNGAI LILIN,sungaililin@gmail.com,081297097751
1606,1011693,PUSKESMAS TANJUNG KERANG,tanjungkerang@gmail.com,081285907368
1606,1011694,PUSKESMAS KARYA MAJU,karyamaju@gmail.com,081299038328
1606,1011695,PUSKESMAS MEKAR JAYA,mekarjaya@gmail.com,081294922271
1606,1011696,PUSKESMAS BAYUNG LENCIR,bayunglencir@gmail.com,081264274127
1606,1011697,PUSKESMAS SUMBER HARUM,sumberharum@gmail.com,081209316366
1606,1011698,PUSKESMAS PENINGGALAN,peninggalan@gmail.com,081265754613
1606,1011699,PUSKESMAS SUKA JAYA,sukajaya@gmail.com,081266147113
1606,1011700,PUSKESMAS BANDAR AGUNG,bandaragung@gmail.com,081207747100
1606,1011701,PUSKESMAS KARANG MUKTI,karangmukti@gmail.com,081214018244
1606,1011702,PUSKESMAS BEROJAYA TIMUR,berojayatimur@gmail.com,081239565018
1607,1011703,PUSKESMAS PENGUMBUK,pengumbuk@gmail.com,081278861810
1607,1011704,PUSKESMAS SEMUNTUL,semuntul@gmail.com,081224219906
1607,1011705,PUSKESMAS BETUNG KOTA,betungkota@gmail.com,081249928306
1607,1011706,PUSKESMAS TALANG JAYA BETUNG,talangjayabetung@gmail.com,081231623116
1607,1011707,PUSKESMAS DANA MULYA,danamulya@gmail.com,081248442018
1607,1011708,PUSKESMAS MEKARSARI,mekarsari@gmail.com,081254254201
1607,1011709,PUSKESMAS KARANG MANUNGGAL,karangmanunggal@gmail.com,081236003682
1607,1011710,PUSKESMAS TELUK BETUNG,telukbetung@gmail.com,081236617954
1607,1011711,PUSKESMAS SUKARAJA,sukaraja@gmail.com,081221695185
1607,1011712,PUSKESMAS PANGKALAN BALAI,pangkalanbalai@gmail.com,081218558205
1607,1011713,PUSKESMAS SEMBAWA,sembawa@gmail.com,081274382719
1607,1011714,PUSKESMAS PETALING,petaling@gmail.com,081223586720
1607,1011715,PUSKESMAS SUKAJADI,sukajadi@gmail.com,081297958383
1607,1011716,PUSKESMAS GASING LAUT,gasinglaut@gmail.com,081298908817
1607,1011717,PUSKESMAS KENTEN LAUT,kentenlaut@gmail.com,081298604903
1607,1011718,PUSKESMAS TANJUNG LAGO,tanjunglago@gmail.com,081289508904
1607,1011719,PUSKESMAS MARIANA,mariana@gmail.com,081209794286
1607,1011720,PUSKESMAS CINTA MANIS,cintamanis@gmail.com,081214264651
1607,1011721,PUSKESMAS SUNGAI DUA,sungaidua@gmail.com,081283719415
1607,1011722,PUSKESMAS SIMPANG RAMBUTAN,simpangrambutan@gmail.com,081202315781
1607,1011723,PUSKESMAS DAYA UTAMA,dayautama@gmail.com,081286040590
1607,1011724,PUSKESMAS MARGO MULYO,margomulyo@gmail.com,081292515355
1607,1011725,PUSKESMAS TIRTA HARJA,tirtaharja@gmail.com,081222587287
1607,1011726,PUSKESMAS MAKARTI JAYA,makartijaya@gmail.com,081232531244
1607,1011727,PUSKESMAS SRIKATON,srikaton@gmail.com,081236138239
1607,1011728,PUSKESMAS SUNGSANG,sungsang@gmail.com,081286115027
1607,1011729,PUSKESMAS KARANG AGUNG ILIR,karangagungilir@gmail.com,081201656453
1607,1011730,PUSKESMAS MUARA TELANG,muaratelang@gmail.com,081216720360
1607,1011731,PUSKESMAS TALANG JAYA TELANG,talangjayatelang@gmail.com,081212883316
1609,1011732,PUSKESMAS TELUK AGUNG,telukagung@gmail.com,081240997457
1609,1011733,PUSKESMAS BANDING AGUNG,bandingagung@gmail.com,081298513021
1609,1011734,PUSKESMAS WARKUK RANAU SELATAN,warkukranauselatan@gmail.com,081264807488
1609,1011735,PUSKESMAS BUAY PEMATANG RIBU RANAU TENGAH,buaypematangriburanauteng@gmail.com,081227633245
1609,1011736,PUSKESMAS BUAY PEMACA,buaypemaca@gmail.com,081203671168
1609,1011737,PUSKESMAS SIMPANG,simpang@gmail.com,081295137551
1609,1011738,PUSKESMAS BUANA PEMACA,buanapemaca@gmail.com,081200090341
1609,1011739,PUSKESMAS MUARA DUA,muaradua@gmail.com,081207809544
1609,1011740,PUSKESMAS BUAY RAWAN,buayrawan@gmail.com,081276677056
1609,1011741,PUSKESMAS BUAY SANDANG AJI,buaysandangaji@gmail.com,081204749820
1609,1011742,PUSKESMAS TIGA DIHAJI,tigadihaji@gmail.com,081253699797
1609,1011743,PUSKESMAS BUAY RUNJUNG,buayrunjung@gmail.com,081278468625
1609,1011744,PUSKESMAS RUNJUNG AGUNG,runjungagung@gmail.com,081292241879
1609,1011745,PUSKESMAS TENANG,tenang@gmail.com,081297151075
1609,1011746,PUSKESMAS MUARA DUA KISAM,muaraduakisam@gmail.com,081230698015
1609,1011747,PUSKESMAS KISAM ILIR,kisamilir@gmail.com,081223578889
1609,1011748,PUSKESMAS PULAU BERINGIN,pulauberingin@gmail.com,081203638800
1609,1011749,PUSKESMAS SINDANG DANAU,sindangdanau@gmail.com,081219132306
1609,1011750,PUSKESMAS SUNGAI ARE,sungaiare@gmail.com,081207160788
1608,1011751,PUSKESMAS MARTAPURA,martapura@gmail.com,081241212538
1608,1011752,PUSKESMAS KOTA BARU,kotabaru@gmail.com,081242253763
1608,1011753,PUSKESMAS BUNGA MAYANG,bungamayang@gmail.com,081259220198
1608,1011754,PUSKESMAS JAYAPURA,jayapura@gmail.com,081296206868
1608,1011755,PUSKESMAS PEMETUNG BASUKI,pemetungbasuki@gmail.com,081213546083
1608,1011756,PUSKESMAS RAWA BENING,rawabening@gmail.com,081268850108
1608,1011757,PUSKESMAS PANDAN AGUNG,pandanagung@gmail.com,081284479411
1608,1011758,PUSKESMAS SUKARAJA,sukaraja@gmail.com,081266653652
1608,1011759,PUSKESMAS MUNCAK KABAU,muncakkabau@gmail.com,081234029031
1608,1011760,PUSKESMAS BATUMARTA VIII,batumartaviii@gmail.com,081250521917
1608,1011761,PUSKESMAS BANGSA NEGARA,bangsanegara@gmail.com,081202685606
1608,1011762,PUSKESMAS RASUAN,rasuan@gmail.com,081278547584
1608,1011763,PUSKESMAS GUMAWANG,gumawang@gmail.com,081236554494
1608,1011764,PUSKESMAS WAY HITAM IV,wayhitamiv@gmail.com,081297260971
1608,1011765,PUSKESMAS NUSA BAKTI,nusabakti@gmail.com,081291859532
1608,1011766,PUSKESMAS PURWODADI,purwodadi@gmail.com,081287064671
1608,1011767,PUSKESMAS TOTO REJO,totorejo@gmail.com,081270731880
1608,1011768,PUSKESMAS TARAMAN,taraman@gmail.com,081280641976
1608,1011769,PUSKESMAS TRIMOHARJO,trimoharjo@gmail.com,081218339345
1608,1011770,PUSKESMAS CEMPAKA,cempaka@gmail.com,081288805775
1608,1011771,PUSKESMAS BURNAI MULYA,burnaimulya@gmail.com,081234056602
1608,1011772,PUSKESMAS BETUNG,betung@gmail.com,081209829868
1610,1011773,PUSKESMAS MUARA KUANG,muarakuang@gmail.com,081297760461
1610,1011774,PUSKESMAS TAMBANG RAMBANG,tambangrambang@gmail.com,081272616824
1610,1011775,PUSKESMAS BETUNG,betung@gmail.com,081267654565
1610,1011776,PUSKESMAS TANJUNG BATU,tanjungbatu@gmail.com,081287035391
1610,1011777,PUSKESMAS SERI TANJUNG,seritanjung@gmail.com,081222476343
1610,1011778,PUSKESMAS PAYARAMAN,payaraman@gmail.com,081230174948
1610,1011779,PUSKESMAS LEBUNG BANDUNG,lebungbandung@gmail.com,081258173952
1610,1011780,PUSKESMAS MEKARSARI,mekarsari@gmail.com,081218689579
1610,1011781,PUSKESMAS KANDIS,kandis@gmail.com,081274774997
1610,1011782,PUSKESMAS TANJUNG RAJA,tanjungraja@gmail.com,081283839976
1610,1011783,PUSKESMAS KERINJING,kerinjing@gmail.com,081225009986
1610,1011784,PUSKESMAS RANTAU PANJANG,rantaupanjang@gmail.com,081225726315
1610,1011785,PUSKESMAS SUNGAI PINANG,sungaipinang@gmail.com,081275311992
1610,1011786,PUSKESMAS PEMULUTAN,pemulutan@gmail.com,081242174367
1610,1011787,PUSKESMAS PEGAYUT,pegayut@gmail.com,081287179192
1610,1011788,PUSKESMAS SUNGAI LEBUNG,sungailebung@gmail.com,081257002786
1610,1011789,PUSKESMAS SUNGAI KELI,sungaikeli@gmail.com,081230460673
1610,1011790,PUSKESMAS TALANG PANGERAN,talangpangeran@gmail.com,081218072333
1610,1011791,PUSKESMAS INDRALAYA,indralaya@gmail.com,081227815186
1610,1011792,PUSKESMAS TALANG AUR,talangaur@gmail.com,081281182094
1610,1011793,PUSKESMAS PAYAKABUNG,payakabung@gmail.com,081251296678
1610,1011794,PUSKESMAS SIMPANG TIMBANGAN,simpangtimbangan@gmail.com,081271490826
1610,1011795,PUSKESMAS PALEM RAYA,palemraya@gmail.com,081240844527
1610,1011796,PUSKESMAS KTM SUNGAI RAMBUTAN,ktmsungairambutan@gmail.com,081262374776
1610,1011797,PUSKESMAS TEBING GERINTING,tebinggerinting@gmail.com,081244336516
1611,1011798,PUSKESMAS MUARA PINANG,muarapinang@gmail.com,081280587101
1611,1011799,PUSKESMAS LESUNG BATU,lesungbatu@gmail.com,081265476324
1611,1011800,PUSKESMAS PENDOPO,pendopo@gmail.com,081212346617
1611,1011801,PUSKESMAS NANJUNGAN,nanjungan@gmail.com,081201594019
1611,1011802,PUSKESMAS PADANG TEPONG,padangtepong@gmail.com,081203414214
1611,1011803,PUSKESMAS TALANG PADANG,talangpadang@gmail.com,081268940546
1611,1011804,PUSKESMAS TEBING TINGGI,tebingtinggi@gmail.com,081216125083
1611,1011805,PUSKESMAS MUARA SALING,muarasaling@gmail.com,081276627692
1612,1011806,PUSKESMAS TALANG UBI,talangubi@gmail.com,081239414973
1612,1011807,PUSKESMAS SUNGAI BAUNG,sungaibaung@gmail.com,081263966504
1612,1011808,PUSKESMAS TANAH ABANG,tanahabang@gmail.com,081259836950
1612,1011809,PUSKESMAS ABAB,abab@gmail.com,081215336049
1612,1011810,PUSKESMAS SIMPANG BABAT,simpangbabat@gmail.com,081264142427
1612,1011811,PUSKESMAS AIR ITAM,airitam@gmail.com,081241061235
1612,1011812,PUSKESMAS TEMPIRAI,tempirai@gmail.com,081277744576
1613,1011813,PUSKESMAS SURULANGUN,surulangun@gmail.com,081271231991
1613,1011814,PUSKESMAS MUARA KULAM,muarakulam@gmail.com,081260684836
1613,1011815,PUSKESMAS KARANG JAYA,karangjaya@gmail.com,081292101153
1613,1011816,PUSKESMAS MUARA RUPIT,muararupit@gmail.com,081228022699
1613,1011817,PUSKESMAS BINGIN TELUK,binginteluk@gmail.com,081255806216
1613,1011818,PUSKESMAS PAUH,pauh@gmail.com,081288667247
1613,1011819,PUSKESMAS KARANG DAPO,karangdapo@gmail.com,081211035156
1613,1011820,PUSKESMAS NIBUNG,nibung@gmail.com,081211709816
1671,1011821,PUSKESMAS MAKRAYU,makrayu@gmail.com,081246549520
1671,1011822,PUSKESMAS GANDUS,gandus@gmail.com,081248473712
1671,1011823,PUSKESMAS PEMBINA,pembina@gmail.com,081205504043
1671,1011824,PUSKESMAS 1 ULU,1ulu@gmail.com,081228406429
1671,1011825,PUSKESMAS 4 ULU,4ulu@gmail.com,081280402935
1671,1011826,PUSKESMAS 7 ULU,7ulu@gmail.com,081231326158
1671,1011827,PUSKESMAS OPI,opi@gmail.com,081216395183
1671,1011828,PUSKESMAS KERAMASAN,keramasan@gmail.com,081215511464
1671,1011829,PUSKESMAS KERTAPATI,kertapati@gmail.com,081240739729
1671,1011830,PUSKESMAS KARYA JAYA,karyajaya@gmail.com,081204940060
1671,1011831,PUSKESMAS NAGASWIDAK,nagaswidak@gmail.com,081294519996
1671,1011832,PUSKESMAS TAMAN BACAAN,tamanbacaan@gmail.com,081203897488
1671,1011833,PUSKESMAS PLAJU,plaju@gmail.com,081298319294
1671,1011834,PUSKESMAS KAMPUS,kampus@gmail.com,081223723962
1671,1011835,PUSKESMAS PAKJO,pakjo@gmail.com,081264637576
1671,1011836,PUSKESMAS SEI BAUNG,seibaung@gmail.com,081260645404
1671,1011837,PUSKESMAS PADANG SELASA,padangselasa@gmail.com,081226799277
1671,1011838,PUSKESMAS 23 ILIR,23ilir@gmail.com,081246985248
1671,1011839,PUSKESMAS MERDEKA,merdeka@gmail.com,081201083893
1671,1011840,PUSKESMAS ARIODILLAH,ariodillah@gmail.com,081266422431
1671,1011841,PUSKESMAS DEMPO,dempo@gmail.com,081258035655
1671,1011842,PUSKESMAS TALANG RATU,talangratu@gmail.com,081232030972
1671,1011843,PUSKESMAS BASUKI RAHMAT,basukirahmat@gmail.com,081205614660
1671,1011844,PUSKESMAS SEKIP,sekip@gmail.com,081213093096
1671,1011845,PUSKESMAS 5 ILIR,5ilir@gmail.com,081218254578
1671,1011846,PUSKESMAS 11 ILIR,11ilir@gmail.com,081260304277
1671,1011847,PUSKESMAS BOOM BARU,boombaru@gmail.com,081251538446
1671,1011848,PUSKESMAS KENTEN,kenten@gmail.com,081290155625
1671,1011849,PUSKESMAS SABOKINGKING,sabokingking@gmail.com,081287413615
1671,1011850,PUSKESMAS SEI SELINCAH,seiselincah@gmail.com,081205315942
1671,1011851,PUSKESMAS BUKIT SANGKAL,bukitsangkal@gmail.com,081254357005
1671,1011852,PUSKESMAS KALIDONI,kalidoni@gmail.com,081278355082
1671,1011853,PUSKESMAS MULTI WAHANA,multiwahana@gmail.com,081282024778
1671,1011854,PUSKESMAS SEMATANG BORANG,sematangborang@gmail.com,081264949969
1671,1011855,PUSKESMAS SOSIAL,sosial@gmail.com,081255883247
1671,1011856,PUSKESMAS SUKARAMI,sukarami@gmail.com,081228024487
1671,1011857,PUSKESMAS TALANG BETUTU,talangbetutu@gmail.com,081245028845
1671,1011858,PUSKESMAS PUNTIKAYU,puntikayu@gmail.com,081245825786
1671,1011859,PUSKESMAS ALANG-ALANG LEBAR,alangalanglebar@gmail.com,081285587056
1674,1011860,PUSKESMAS TANJUNG RAMBANG,tanjungrambang@gmail.com,081251166807
1674,1011861,PUSKESMAS PRABUMULIH TIMUR,prabumulihtimur@gmail.com,081214450608
1674,1011862,PUSKESMAS SUKAJADI,sukajadi@gmail.com,081279450904
1674,1011863,PUSKESMAS KARANG RAJA DELINOM,karangrajadelinom@gmail.com,081284615002
1674,1011864,PUSKESMAS TANJUNG RAMAN,tanjungraman@gmail.com,081226923088
1674,1011865,PUSKESMAS PRABUMULIH BARAT,prabumulihbarat@gmail.com,081240418020
1674,1011866,PUSKESMAS PASAR PRABUMULIH,pasarprabumulih@gmail.com,081284938699
1674,1011867,PUSKESMAS GUNUNG KEMALA,gunungkemala@gmail.com,081203357704
1674,1011868,PUSKESMAS CAMBAI,cambai@gmail.com,081240453188
1672,1011869,PUSKESMAS BANDAR,bandar@gmail.com,081263753285
1672,1011870,PUSKESMAS PENGARINGAN,pengaringan@gmail.com,081269477505
1672,1011871,PUSKESMAS SANDAR ANGIN,sandarangin@gmail.com,081215286434
1672,1011872,PUSKESMAS BUMI AGUNG,bumiagung@gmail.com,081221225231
1672,1011873,PUSKESMAS SIDOREJO,sidorejo@gmail.com,081220830114
1672,1011874,PUSKESMAS GUNUNG DEMPO,gunungdempo@gmail.com,081279032979
1672,1011875,PUSKESMAS PENGANDONAN,pengandonan@gmail.com,081280982957
1673,1011876,PUSKESMAS PERUMNAS,perumnas@gmail.com,081267394424
1673,1011877,PUSKESMAS SIDOREJO,sidorejo@gmail.com,081223869197
1673,1011878,PUSKESMAS SUMBER WARAS,sumberwaras@gmail.com,081226883666
1673,1011879,PUSKESMAS SIMPANG PERIUK,simpangperiuk@gmail.com,081245064706
1673,1011880,PUSKESMAS CITRA MEDIKA,citramedika@gmail.com,081232010752
1673,1011881,PUSKESMAS TABA,taba@gmail.com,081273159895
1673,1011882,PUSKESMAS SWASTI SABA,swastisaba@gmail.com,081286061699
1673,1011883,PUSKESMAS PETANANG,petanang@gmail.com,081234992336
1673,1011884,PUSKESMAS MEGANG,megang@gmail.com,081245745490
1701,1011885,PUSKESMAS KAYU KUNYIT,kayukunyit@gmail.com,081287826169
1701,1011886,PUSKESMAS M. THAHA,mthaha@gmail.com,081261650619
1701,1011887,PUSKESMAS KOTA MANNA,kotamanna@gmail.com,081277653633
1701,1011888,PUSKESMAS KEDURANG,kedurang@gmail.com,081234701410
1701,1011889,PUSKESMAS TALANG RANDAI,talangrandai@gmail.com,081203488279
1701,1011890,PUSKESMAS PASAR MANNA,pasarmanna@gmail.com,081214936221
1701,1011891,PUSKESMAS SULAU,sulau@gmail.com,081228535501
1701,1011892,PUSKESMAS SEGINIM,seginim@gmail.com,081287428120
1701,1011893,PUSKESMAS PALAK BENGKERUNG,palakbengkerung@gmail.com,081238862769
1701,1011894,PUSKESMAS MASAT,masat@gmail.com,081207103494
1701,1011895,PUSKESMAS PAGAR GADING,pagargading@gmail.com,081213415690
1701,1011896,PUSKESMAS TUNGKAL,tungkal@gmail.com,081284481961
1701,1011897,PUSKESMAS ANGGUT,anggut@gmail.com,081262214483
1701,1011898,PUSKESMAS LUBUK TAPI,lubuktapi@gmail.com,081208539673
1702,1011899,PUSKESMAS KOTA PADANG,kotapadang@gmail.com,081231716530
1702,1011900,PUSKESMAS SINDANG BELITI ILIR,sindangbelitiilir@gmail.com,081264357958
1702,1011901,PUSKESMAS PADANG ULAK TANDING,padangulaktanding@gmail.com,081278514854
1702,1011902,PUSKESMAS SINDANG JATI,sindangjati@gmail.com,081207289764
1702,1011903,PUSKESMAS BERINGIN TIGA,beringintiga@gmail.com,081283766138
1702,1011904,PUSKESMAS KEPALA CURUP,kepalacurup@gmail.com,081240001076
1702,1011905,PUSKESMAS TANJUNG AGUNG,tanjungagung@gmail.com,081252302710
1702,1011906,PUSKESMAS SINDANG DATARAN,sindangdataran@gmail.com,081254033225
1702,1011907,PUSKESMAS CURUP,curup@gmail.com,081256295591
1702,1011908,PUSKESMAS BERMANI ULU,bermaniulu@gmail.com,081220188533
1702,1011909,PUSKESMAS KAMPUNG MELAYU,kampungmelayu@gmail.com,081279455159
1702,1011910,PUSKESMAS SAMBIREJO,sambirejo@gmail.com,081276944742
1702,1011911,PUSKESMAS SIMPANG NANGKA,simpangnangka@gmail.com,081230662894
1702,1011912,PUSKESMAS SUMBER URIP,sumberurip@gmail.com,081240599632
1702,1011913,PUSKESMAS WATAS MARGA,watasmarga@gmail.com,081283738644
1702,1011914,PUSKESMAS PERUMNAS,perumnas@gmail.com,081264503340
1702,1011915,PUSKESMAS TALANG RIMBO LAMA,talangrimbolama@gmail.com,081278346628
1702,1011916,PUSKESMAS BANGUN JAYA,bangunjaya@gmail.com,081214803394
1702,1011917,PUSKESMAS KAMPUNG DELIMA,kampungdelima@gmail.com,081290565750
1702,1011918,PUSKESMAS TUNAS HARAPAN,tunasharapan@gmail.com,081252916290
1702,1011919,PUSKESMAS CURUP TIMUR,curuptimur@gmail.com,081287308481
1703,1011920,PUSKESMAS ENGGANO,enggano@gmail.com,081216887343
1703,1011921,PUSKESMAS LUBUK DURIAN,lubukdurian@gmail.com,081219561291
1703,1011922,PUSKESMAS TANJUNG AGUNG PALIK,tanjungagungpalik@gmail.com,081282989656
1703,1011923,PUSKESMAS KERKAP,kerkap@gmail.com,081258774317
1703,1011924,PUSKESMAS DUSUN CURUP,dusuncurup@gmail.com,081235331410
1703,1011925,PUSKESMAS HULU PALIK,hulupalik@gmail.com,081241374867
1703,1011926,PUSKESMAS ARGA MAKMUR,argamakmur@gmail.com,081287841591
1703,1011927,PUSKESMAS KEMUMU,kemumu@gmail.com,081244866266
1703,1011928,PUSKESMAS PERUMNAS,perumnas@gmail.com,081221016560
1703,1011929,PUSKESMAS LAIS,lais@gmail.com,081218560503
1703,1011930,PUSKESMAS AIR PADANG,airpadang@gmail.com,081267370314
1703,1011931,PUSKESMAS BATIKNAU,batiknau@gmail.com,081220375085
1703,1011932,PUSKESMAS AIR BINTUNAN,airbintunan@gmail.com,081289142210
1703,1011933,PUSKESMAS AIR LAIS,airlais@gmail.com,081202917333
1703,1011934,PUSKESMAS KETAHUN,ketahun@gmail.com,081241997071
1703,1011935,PUSKESMAS D 6 KETAHUN,d6ketahun@gmail.com,081271891844
1703,1011936,PUSKESMAS BUKIT HARAPAN,bukitharapan@gmail.com,081299467325
1703,1011937,PUSKESMAS NAPAL PUTIH,napalputih@gmail.com,081220211615
1703,1011938,PUSKESMAS TANJUNG HARAPAN,tanjungharapan@gmail.com,081238343210
1703,1011939,PUSKESMAS SEBELAT,sebelat@gmail.com,081201498725
1703,1011940,PUSKESMAS KARANG PULAU,karangpulau@gmail.com,081269609051
1703,1011941,PUSKESMAS SUKA MAKMUR,sukamakmur@gmail.com,081249935057
1704,1011942,PUSKESMAS MUARA NASAL,muaranasal@gmail.com,081234906562
1704,1011943,PUSKESMAS LINAU,linau@gmail.com,081272612693
1704,1011944,PUSKESMAS BINTUHAN,bintuhan@gmail.com,081294902895
1704,1011945,PUSKESMAS MUARA TETAP,muaratetap@gmail.com,081271447152
1704,1011946,PUSKESMAS TANJUNG IMAN,tanjungiman@gmail.com,081222996685
1704,1011947,PUSKESMAS LUAS,luas@gmail.com,081245797306
1704,1011948,PUSKESMAS MUARA SAHUNG,muarasahung@gmail.com,081216348228
1704,1011949,PUSKESMAS GEDUNG WANI,gedungwani@gmail.com,081225985372
1704,1011950,PUSKESMAS MENTIRING,mentiring@gmail.com,081290293671
1704,1011951,PUSKESMAS TANJUNG KEMUNING,tanjungkemuning@gmail.com,081249326349
1704,1011952,PUSKESMAS BERIANG TINGGI,beriangtinggi@gmail.com,081270445721
1704,1011953,PUSKESMAS KELAM TENGAH,kelamtengah@gmail.com,081204177100
1704,1011954,PUSKESMAS PADANG GUCI,padangguci@gmail.com,081220683563
1704,1011955,PUSKESMAS PADANG GUCI HILIR,padanggucihilir@gmail.com,081292445191
1704,1011956,PUSKESMAS LUNGKANG KULE,lungkangkule@gmail.com,081203057329
1704,1011957,PUSKESMAS NAGA RANTAI,nagarantai@gmail.com,081290306951
1705,1011958,PUSKESMAS KEMBANG MUMPO,kembangmumpo@gmail.com,081246198856
1705,1011959,PUSKESMAS GUNUNG KEMBANG,gunungkembang@gmail.com,081265895113
1705,1011960,PUSKESMAS MUARA MARAS,muaramaras@gmail.com,081236092522
1705,1011961,PUSKESMAS PAJAR BULAN,pajarbulan@gmail.com,081205893599
1705,1011962,PUSKESMAS RENAH GAJAH MATI 2,renahgajahmati2@gmail.com,081247286229
1705,1011963,PUSKESMAS MASMAMBANG,masmambang@gmail.com,081227337359
1705,1011964,PUSKESMAS ILIR TALO,ilirtalo@gmail.com,081244388012
1705,1011965,PUSKESMAS PENAGO II,penagoii@gmail.com,081218942252
1705,1011966,PUSKESMAS SUKAMERINDU,sukamerindu@gmail.com,081206537532
1705,1011967,PUSKESMAS ULU TALO,ulutalo@gmail.com,081237815148
1705,1011968,PUSKESMAS KOTA TAIS,kotatais@gmail.com,081235675252
1705,1011969,PUSKESMAS RIMBO KEDUI,rimbokedui@gmail.com,081228643180
1705,1011970,PUSKESMAS TALANG TINGGI,talangtinggi@gmail.com,081203926417
1705,1011971,PUSKESMAS SELUMA TIMUR,selumatimur@gmail.com,081281249744
1705,1011972,PUSKESMAS PUGUK,puguk@gmail.com,081205681040
1705,1011973,PUSKESMAS BABATAN,babatan@gmail.com,081285936396
1705,1011974,PUSKESMAS CAHAYA NEGERI,cahayanegeri@gmail.com,081261566276
1705,1011975,PUSKESMAS RIAK SIABUN,riaksiabun@gmail.com,081215854835
1705,1011976,PUSKESMAS DERMAYU,dermayu@gmail.com,081299328538
1705,1011977,PUSKESMAS AIR PERIUKAN,airperiukan@gmail.com,081289402082
1705,1011978,PUSKESMAS DUSUN TENGAH,dusuntengah@gmail.com,081208824896
1705,1011979,PUSKESMAS TUMBUAN,tumbuan@gmail.com,081245587414
1706,1011980,PUSKESMAS IPUH,ipuh@gmail.com,081216927641
1706,1011981,PUSKESMAS AIR RAMI,airrami@gmail.com,081267011713
1706,1011982,PUSKESMAS BUKIT MULYA,bukitmulya@gmail.com,081288544495
1706,1011983,PUSKESMAS MALIN DEMAM,malindemam@gmail.com,081249538875
1706,1011984,PUSKESMAS PONDOK SUGUH,pondoksuguh@gmail.com,081229284178
1706,1011985,PUSKESMAS RETAK MUDIK,retakmudik@gmail.com,081235061498
1706,1011986,PUSKESMAS BANTAL,bantal@gmail.com,081220448759
1706,1011987,PUSKESMAS TUNGGAL JAYA,tunggaljaya@gmail.com,081246055912
1706,1011988,PUSKESMAS TERAS TERUNJAM,terasterunjam@gmail.com,081288413530
1706,1011989,PUSKESMAS PENARIK,penarik@gmail.com,081286206653
1706,1011990,PUSKESMAS SELAGAN RAYA,selaganraya@gmail.com,081245611401
1706,1011991,PUSKESMAS MUKOMUKO,mukomuko@gmail.com,081259529147
1706,1011992,PUSKESMAS DUSUN BARU V KOTO,dusunbaruvkoto@gmail.com,081248272001
1706,1011993,PUSKESMAS LUBUK SANAI,lubuksanai@gmail.com,081284290944
1706,1011994,PUSKESMAS LUBUK PINANG,lubukpinang@gmail.com,081260706984
1706,1011995,PUSKESMAS AIR MANJUNTO,airmanjunto@gmail.com,081237365200
1706,1011996,PUSKESMAS LALANG LUAS,lalangluas@gmail.com,081212756770
1707,1011997,PUSKESMAS RIMBO PENGADANG,rimbopengadang@gmail.com,081245665879
1707,1011998,PUSKESMAS TAPUS,tapus@gmail.com,081253265607
