kode_kab,kode_instansi,unit_kerja,email,telp
1872,1872053,RS IBU DAN ANAK ANUGERAH MEDICAL CENTER METRO,ibudananakanugerahmedical@gmail.com,081201569510
1872,1872064,RS UMUM PERMATA HATI METRO,umumpermatahatimetro@gmail.com,081220044298
1872,1872065,RS IBU DAN ANAK ASIH KOTA METRO,ibudananakasihkotametro@gmail.com,081210271980
1872,1872066,RS AZIZAH,azizah@gmail.com,081294008942
1872,1872067,RS UMUM DAERAH SUMBERSARI BANTUL,umumdaerahsumbersaribantu@gmail.com,081231811702
1901,1901016,RS UMUM DAERAH DEPATI BAHRIN,umumdaerahdepatibahrin@gmail.com,081238184118
1901,1901020,RS  JIWA SUNGAI LIAT,jiwasungailiat@gmail.com,081248943346
1901,1901031,RS UMUM MEDIKA STANNIA,umummedikastannia@gmail.com,081236296216
1901,1901043,RS UMUM DAERAH DR. (HC) IR. SOEKARNO,umumdaerahdrhcirsoekarno@gmail.com,081264913808
1901,1901044,RS UMUM DAERAH DR. EKO MAULANA ALI,umumdaerahdrekomaulanaali@gmail.com,081296680755
1901,1901046,RS UMUM DAERAH SJAFRIE RACHMAN PUDING BESAR,umumdaerahsjafrierachmanp@gmail.com,081203594309
1902,1902010,RS UMUM DAERAH DR. H. MARSIDI JUDONO,umumdaerahdrhmarsidijudon@gmail.com,081270430080
1902,1902011,RS UMUM ALMAH,umumalmah@gmail.com,081238880204
1902,1902012,RS UTAMA,utama@gmail.com,081242866689
1901,1902042,RS UMUM ARSANI,umumarsani@gmail.com,081288489026
1902,1902053S,RS DARURAT COVID-19 HENDRY WINARTO,daruratcovid19hendrywinar@gmail.com,081213125751
1905,1903002,RS UMUM BAKTI TIMAH MUNTOK,umumbaktitimahmuntok@gmail.com,081246984774
1905,1903005,RS GUNUNG MANIK,gunungmanik@gmail.com,081239864523
1905,1903013,RS UMUM DAERAH SEJIRAN SETASON,umumdaerahsejiransetason@gmail.com,081204210497
1904,1904013,RS UMUM DAERAH KAB.BANGKA TENGAH,umumdaerahkabbangkatengah@gmail.com,081243877566
1904,1904014,RS SILOAM BANGKA,siloambangka@gmail.com,081263370074
1904,1904015,RS PRATAMA BANGKA TENGAH,pratamabangkatengah@gmail.com,081259645759
1904,1904016,RS BHAYANGKARA POLDA KEP. BANGKA BELITUNG,bhayangkarapoldakepbangka@gmail.com,081222690411
1903,1905024,RS UMUM DAERAH KAB. BANGKA SELATAN,umumdaerahkabbangkaselata@gmail.com,081223357869
1903,1905026,RS UMUM DAERAH KRIOPANTING PAYUNG,umumdaerahkriopantingpayu@gmail.com,081240548798
1906,1906014,RS UMUM DAERAH  KAB.BELITUNG TIMUR,umumdaerahkabbelitungtimu@gmail.com,081224301023
1971,1971002,RS PRIMAYA BHAKTI WARA,primayabhaktiwara@gmail.com,081274243139
1971,1971003,RS IBU DAN ANAK MUHAYA,ibudananakmuhaya@gmail.com,081274891199
1971,1971004,RS KALBU INTAN MEDIKA,kalbuintanmedika@gmail.com,081285537904
1971,1971005,RS IBU DAN ANAK DZAKIRAH,ibudananakdzakirah@gmail.com,081286384258
1971,1971006,RS IBU DAN ANAK RONA,ibudananakrona@gmail.com,081298691315
1971,1971021,RS UMUM DAERAH DEPATI HAMZAH,umumdaerahdepatihamzah@gmail.com,081225732240
1971,1971043,RS BAKTI TIMAH PANGKALPINANG,baktitimahpangkalpinang@gmail.com,081271580226
2102,2001013,RS UMUM DAERAH MUHAMMAD SANI KABUPATEN KARIMUN,umumdaerahmuhammadsanikab@gmail.com,081210983823
2102,2001045,RS UMUM BHAKTI TIMAH,umumbhaktitimah@gmail.com,081248822669
2101,2002002,RS UMUM DAERAH  KABUPATEN BINTAN,umumdaerahkabupatenbintan@gmail.com,081213364233
2101,2002010,RS JIWA DAN KETERGANTUNGAN OBAT ENGKU HAJI DAUD,jiwadanketergantunganobat@gmail.com,081295857298
2103,2003011,RS UMUM DAERAH NATUNA,umumdaerahnatuna@gmail.com,081202467638
2103,2003056,RSAU DR. YUNIATI WISMA KARYANI,rsaudryuniatiwismakaryani@gmail.com,081216763579
2105,2003125,RS UMUM DAERAH PALMATAK,umumdaerahpalmatak@gmail.com,081265240713
2104,2004012,RS UMUM DAERAH DABO KABUPATEN LINGGA,umumdaerahdabokabupatenli@gmail.com,081250878823
2104,2004136,RS UMUM DAERAH ENCIK MARIYAM,umumdaerahencikmariyam@gmail.com,081216963170
2105,2005002,RS UMUM DAERAH BERGERAK JEMAJA,umumdaerahbergerakjemaja@gmail.com,081249597659
2171,2071012,RS UMUM BUDI KEMULIAAN BATAM,umumbudikemuliaanbatam@gmail.com,081277464793
2171,2071015,RS UMUM SANTA ELISABETH BATAM,umumsantaelisabethbatam@gmail.com,081256849258
2171,2071023,RS UMUM HARAPAN BUNDA BATAM,umumharapanbundabatam@gmail.com,081280741732
2171,2071034,RS BADAN PENGUSAHAAN BATAM,badanpengusahaanbatam@gmail.com,081251867224
2171,2071037,RS UMUM CHARIS MEDIKA,umumcharismedika@gmail.com,081204249142
2171,2071048,RS IBU DAN ANAK MUTIARA AINI,ibudananakmutiaraaini@gmail.com,081213777087
2171,2071050,RS UMUM GRAHA HERMINE,umumgrahahermine@gmail.com,081212708751
2171,2071053,RS UMUM SANTA ELISABETH BATAM KOTA,umumsantaelisabethbatamko@gmail.com,081221163303
2171,2071054,RS IBU DAN  ANAK GRIYA MEDIKA BATAM,ibudananakgriyamedikabata@gmail.com,081210627332
2171,2071056,RS UMUM CAMATHA SAHIDYA,umumcamathasahidya@gmail.com,081283512328
2171,2071057,RS IBU DAN ANAK FRISDHY ANGEL,ibudananakfrisdhyangel@gmail.com,081247009609
2171,2071059,RS UMUM SOEDARSONO DARMOSOEWITO,umumsoedarsonodarmosoewit@gmail.com,081250961974
2171,2071103,RS UMUM AWAL BROS BATAM,umumawalbrosbatam@gmail.com,081252365566
2171,2071114,RS UMUM DAERAH EMBUNG FATIMAH KOTA BATAM,umumdaerahembungfatimahko@gmail.com,081233898488
2172,2072002,RS UMUM DAERAH RAJA AHMAD TABIB,umumdaerahrajaahmadtabib@gmail.com,081207410990
2172,2072012,RS UMUM DAERAH KOTA TANJUNG PINANG,umumdaerahkotatanjungpina@gmail.com,081205170196
2172,2072023,RS UMUM AL DR MIDIYATO S,umumaldrmidiyatos@gmail.com,081285406387
2102,2101003,RS UMUM DAERAH TANJUNG BATU KUNDUR,umumdaerahtanjungbatukund@gmail.com,081207882322
2105,2105005,RS UMUM DAERAH TAREMPA,umumdaerahtarempa@gmail.com,081229429279
2171,2171061,RS BHAYANGKARA BATAM POLDA KEPRI,bhayangkarabatampoldakepr@gmail.com,081293178184
2171,2171062,RS KELUARGA HUSADA BATAM,keluargahusadabatam@gmail.com,081217282275
2171,2171063,RS IBU DAN ANAK KASIH SAYANG IBU,ibudananakkasihsayangibu@gmail.com,081246444149
2171,2171064,RS SANTA ELISABETH SEI LEKOP,santaelisabethseilekop@gmail.com,081277400039
2171,2171065,RS HJ. BUNDA HALIMAH,hjbundahalimah@gmail.com,081282421202
2171,2171066S,RS KHUSUS INFEKSI COVID-19 PULAU GALANG,khususinfeksicovid19pulau@gmail.com,081254424088
2171,2171077,RS JASMINE,jasmine@gmail.com,081270276027
3101,3101002,RS UMUM DAERAH KEPULAUAN SERIBU,umumdaerahkepulauanseribu@gmail.com,081235409507
3174,3171012,RSUP FATMAWATI,rsupfatmawati@gmail.com,081221100235
3174,3171023,RS UMUM PUSAT PERTAMINA,umumpusatpertamina@gmail.com,081217195700
3174,3171034,RS UMUM AL CILANDAK,umumalcilandak@gmail.com,081236861946
3174,3171045,RS UMUM JAKARTA,umumjakarta@gmail.com,081272260332
3174,3171056,RS KHUSUS KANKER MRCCC SILOAM SEMANGGI,khususkankermrcccsiloamse@gmail.com,081222412231
3174,3171060,RS JIWA DHARMAWANGSA,jiwadharmawangsa@gmail.com,081261302672
3174,3171072,RS UMUM DR. SUYOTO PUSREHAB KEMHAN,umumdrsuyotopusrehabkemha@gmail.com,081252405694
3174,3171083,RS IBU DAN ANAK AVISENA,ibudananakavisena@gmail.com,081261513242
3174,3171216,RS KHUSUS IBU DAN ANAK PANTI NUGRAHA,khususibudananakpantinugr@gmail.com,081213727956
3174,3171286,RS IBU DAN ANAK BUDHI JAYA,ibudananakbudhijaya@gmail.com,081258128473
3174,3171413,RS IBU DAN ANAK ASIH,ibudananakasih@gmail.com,081233293795
3175,3171435,RS KETERGANTUNGAN OBAT,ketergantunganobat@gmail.com,081293777495
3174,3171450,RS UMUM SETIA MITRA,umumsetiamitra@gmail.com,081232079118
3174,3171461,RS UMUM TEBET,umumtebet@gmail.com,081238000218
3174,3171504,RS UMUM PONDOK INDAH,umumpondokindah@gmail.com,081249336623
3174,3171511,RS UMUM SILOAM ASRI,umumsiloamasri@gmail.com,081218650521
3174,3171515,RS UMUM MMC,umummmc@gmail.com,081252689655
3174,3171552,RS KHUSUS BEDAH THT YAYASAN YURINO,khususbedahthtyayasanyuri@gmail.com,081270418044
3174,3171574,RS UMUM PRIKASIH,umumprikasih@gmail.com,081299302512
3174,3171621,RS UMUM GANDARIA,umumgandaria@gmail.com,081267057887
3174,3171632,RS UMUM AGUNG,umumagung@gmail.com,081249065048
3174,3171643,RS UMUM SIAGA RAYA,umumsiagaraya@gmail.com,081214254725
3174,3171665,RS UMUM MEDISTRA,umummedistra@gmail.com,081294527336
3174,3171680,RS UMUM TRIA DIPA,umumtriadipa@gmail.com,081280411230
3174,3171691,RS GIGI DAN MULUT UNIV. PROF. MOESTOPO,gigidanmulutunivprofmoest@gmail.com,081241990128
3174,3171702,RS UMUM ZAHIRAH,umumzahirah@gmail.com,081211680728
3174,3171713,RS UMUM KARTINI,umumkartini@gmail.com,081224138899
3174,3171724,RS IBU DAN ANAK BRAWIJAYA WOMEN AND CHILDREN HOSPI,ibudananakbrawijayawomena@gmail.com,081269989932
3174,3171735,RS UMUM JAKARTA MEDICAL CENTER (JMC),umumjakartamedicalcenterj@gmail.com,081222966838
3174,3171746,RS UMUM AULIA,umumaulia@gmail.com,081281574819
3174,3171757,RS IBU DAN ANAK BRAWIJAYA DURENTIGA,ibudananakbrawijayadurent@gmail.com,081296031104
3171,3171768,RS UMUM MURNI TEGUH SUDIRMAN JAKARTA,umummurniteguhsudirmanjak@gmail.com,081214696706
3174,3171781,RS MUHAMMADIYAH TAMAN PURING,muhammadiyahtamanpuring@gmail.com,081238169980
3174,3171782,RS UMUM ANDHIKA,umumandhika@gmail.com,081248741308
3174,3171783,RS IBU DAN ANAK KEMANG MEDICAL CARE,ibudananakkemangmedicalca@gmail.com,081289715244
3174,3171784,RS UMUM YADIKA,umumyadika@gmail.com,081285579484
3174,3171785,RS UMUM BHAYANGKARA LEMDIKLAT POLRI,umumbhayangkaralemdiklatp@gmail.com,081208639373
3174,3171786,RS UMUM MAYAPADA,umummayapada@gmail.com,081283006402
3174,3171789,RS UMUM SILOAM TB SIMATUPANG,umumsiloamtbsimatupang@gmail.com,081289242117
3174,3171790,RS UMUM DAERAH TEBET,umumdaerahtebet@gmail.com,081247717811
3174,3171791,RS UMUM DAERAH PESANGGRAHAN,umumdaerahpesanggrahan@gmail.com,081290737377
3174,3171792,RS UMUM DAERAH JAGAKARSA,umumdaerahjagakarsa@gmail.com,081238141457
3174,3171793,RS UMUM DAERAH MAMPANG PRAPATAN,umumdaerahmampangprapatan@gmail.com,081284640813
3174,3171795,RS UMUM DAERAH PASAR MINGGU,umumdaerahpasarminggu@gmail.com,081286331840
3174,3171796,RS UMUM PETUKANGAN,umumpetukangan@gmail.com,081215237600
3174,3171798,RS UMUM ALI SIBROH MALISI,umumalisibrohmalisi@gmail.com,081219554173
3174,3171800,RS UMUM DAERAH JATI PADANG,umumdaerahjatipadang@gmail.com,081262621147
3174,3171801,RS UMUM DAERAH KEBAYORAN BARU,umumdaerahkebayoranbaru@gmail.com,081274395321
3174,3171802,RS KHUSUS BEDAH HALIMUN,khususbedahhalimun@gmail.com,081277941868
3174,3171803,RS UMUM DAERAH KEBAYORAN LAMA,umumdaerahkebayoranlama@gmail.com,081270732202
3174,3171804,RS KHUSUS MATA NUSANTARA,khususmatanusantara@gmail.com,081250225196
3174,3171805,RS UMUM SILOAM MAMPANG,umumsiloammampang@gmail.com,081298449639
3174,3171806,MAYAPADA HOSPITAL KUNINGAN,mayapadahospitalkuningan@gmail.com,081216493590
3174,3171807,RS BRAWIJAYA SAHARJO,brawijayasaharjo@gmail.com,081288486959
3175,3172013,RSUP PERSAHABATAN,rsuppersahabatan@gmail.com,081260710442
3175,3172024,RS UMUM DAERAH BUDHI ASIH,umumdaerahbudhiasih@gmail.com,081219134804
3175,3172035,RS UMUM PENGAYOM CIPINANG,umumpengayomcipinang@gmail.com,081292244185
3175,3172050,RS PUSDIKKES,pusdikkes@gmail.com,081263182548
3175,3172061,RS PUSAT AU DR. ESNAWAN ANTARIKSA,pusataudresnawanantariksa@gmail.com,081220329008
3175,3172072,RS UMUM BHAYANGKARA TK. I R.SAID SUKANTO,umumbhayangkaratkirsaidsu@gmail.com,081282663160
3175,3172083,RS TK. IV CIJANTUNG,tkivcijantung@gmail.com,081259636911
3175,3172094,RS UKI,uki@gmail.com,081263169916
3175,3172126,RS UMUM DAERAH PASAR REBO,umumdaerahpasarrebo@gmail.com,081284435895
3175,3172137,RS IBU DAN ANAK SAYYIDAH,ibudananaksayyidah@gmail.com,081284598845
3175,3172206,RS UMUM PREMIER JATINEGARA,umumpremierjatinegara@gmail.com,081249680499
3175,3172243,RS UMUM HERMINA JATINEGARA,umumherminajatinegara@gmail.com,081284136771
3175,3172301,RS KHUSUS BEDAH RAWAMANGUN,khususbedahrawamangun@gmail.com,081276666558
3175,3172495,RS EMC PULOMAS,emcpulomas@gmail.com,081276546240
3175,3172505,RS ISLAM JAKARTA PONDOK KOPI,islamjakartapondokkopi@gmail.com,081259360401
3175,3172516,RS UMUM KARTIKA PULO MAS,umumkartikapulomas@gmail.com,081260423571
3175,3172520,RS UMUM HARUM,umumharum@gmail.com,081262228647
3175,3172531,RS UMUM HARAPAN JAYAKARTA,umumharapanjayakarta@gmail.com,081207645736
3175,3172553,RS UMUM HARAPAN BUNDA,umumharapanbunda@gmail.com,081264646454
3175,3172590,RS UMUM YADIKA,umumyadika@gmail.com,081252746066
3175,3172702,RS UMUM DHARMA NUGRAHA,umumdharmanugraha@gmail.com,081246897617
3175,3172713,RS UMUM MEDIROS,umummediros@gmail.com,081225531893
3175,3172724,RS UMUM HAJI JAKARTA,umumhajijakarta@gmail.com,081279511430
3175,3172735,RS JIWA ISLAM KLENDER,jiwaislamklender@gmail.com,081297086697
3175,3172746,RS JIWA DUREN SAWIT,jiwadurensawit@gmail.com,081200353447
3175,3172748,RS IBU DAN ANAK BUNDA ALIYAH,ibudananakbundaaliyah@gmail.com,081268611491
3175,3172749,RSK PUSAT OTAK NASIONAL,rskpusatotaknasional@gmail.com,081216031560
3175,3172750,RS IBU DAN ANAK RESTI MULYA,ibudananakrestimulya@gmail.com,081203229892
3175,3172751,RS GIGI DAN MULUT ANGKATAN UDARA,gigidanmulutangkatanudara@gmail.com,081249189419
3175,3172752,RS JANTUNG BINA WALUYA,jantungbinawaluya@gmail.com,081201957824
3175,3172753,RS UMUM ANTAM MEDIKA,umumantammedika@gmail.com,081284928923
3175,3172755,RS JANTUNG JAKARTA,jantungjakarta@gmail.com,081275642083
3175,3172756,RS IBU DAN ANAK SAMMARIE BASRA,ibudananaksammariebasra@gmail.com,081294456644
3175,3172757,RS UMUM ADHYAKSA,umumadhyaksa@gmail.com,081277361304
3175,3172758,RS KHUSUS BEDAH COLUMBIA ASIA PULOMAS,khususbedahcolumbiaasiapu@gmail.com,081259958950
3175,3172759,RS UMUM RESTU KASIH,umumrestukasih@gmail.com,081217163744
3175,3172761,RS UMUM DAERAH KRAMAT JATI,umumdaerahkramatjati@gmail.com,081239230596
3175,3172762,RS UMUM DAERAH CIRACAS,umumdaerahciracas@gmail.com,081255855979
3175,3172765,RS UMUM AL-FAUZAN,umumalfauzan@gmail.com,081260594854
3175,3172766,RS UMUM OLAHRAGA NASIONAL,umumolahraganasional@gmail.com,081298567966
3175,3172769,RS UMUM  DR. EUIS,umumdreuis@gmail.com,081227083747
3175,3172770,RS IBU DAN ANAK ALVERNIA AGUSTA,ibudananakalverniaagusta@gmail.com,081225108346
3175,3172771,RS UMUM DAERAH CIPAYUNG,umumdaerahcipayung@gmail.com,081251363266
3175,3172772,RS IBU DAN ANAK ASTA NUGRAHA,ibudananakastanugraha@gmail.com,081292876103
3175,3172900S,RSDC WISMA HAJI A (RS KANKER DHARMAIS),rsdcwismahajiarskankerdha@gmail.com,081268505273
3175,3172901S,RSDC WISMA HAJI B (RSJP HARAPAN KITA),rsdcwismahajibrsjpharapan@gmail.com,081245764540
3175,3172902S,RSDC WISMA HAJI C (RS PUSAT OTAK NASIONAL),rsdcwismahajicrspusatotak@gmail.com,081251118709
3175,3172903S,RSDC WISMA HAJI D (RS JIWA DR. H. MARZOEKI MAHDI),rsdcwismahajidrsjiwadrhma@gmail.com,081295941570
3171,3173014,RSUPN DR. CIPTO MANGUNKUSUMO,rsupndrciptomangunkusumo@gmail.com,081290833759
3171,3173025,RS UMUM PAD GATOT SOEBROTO,umumpadgatotsoebroto@gmail.com,081289514431
3171,3173036,RS UMUM AL DR MINTOHARJO,umumaldrmintoharjo@gmail.com,081245931048
3171,3173040,RS UMUM HUSADA,umumhusada@gmail.com,081239657846
3171,3173051,RS UMUM SINT CAROLUS,umumsintcarolus@gmail.com,081286282133
3171,3173062,RS PRIMAYA PGI CIKINI,primayapgicikini@gmail.com,081230287417
3171,3173073,RS UMUM ISLAM JAKARTA CEMPAKA PUTIH,umumislamjakartacempakapu@gmail.com,081282344939
3175,3173084,RS TK. II M. RIDWAN MEURAKSA,tkiimridwanmeuraksa@gmail.com,081287228087
3171,3173105,RS UMUM BUDI KEMULIAAN,umumbudikemuliaan@gmail.com,081226519721
3171,3173116,RS UMUM YPK MANDIRI,umumypkmandiri@gmail.com,081265989773
3171,3173120,RS KHUSUS IBU ANAK BUNDA JAKARTA,khususibuanakbundajakarta@gmail.com,081205716526
3171,3173441,RS UMUM PRIMAYA EVASARI HOSPITAL,umumprimayaevasarihospita@gmail.com,081291796869
3171,3173474,RS UMUM PERTAMINA JAYA,umumpertaminajaya@gmail.com,081234064531
3171,3173506,RS UMUM DR. ABDUL RADJAK,umumdrabdulradjak@gmail.com,081280401002
3171,3173521,RS UMUM DAERAH TARAKAN,umumdaerahtarakan@gmail.com,081228596629
3171,3173532,RS KHUSUS THT BEDAH KL PROKLAMASI,khususthtbedahklproklamas@gmail.com,081246989847
3171,3173543,RS UMUM ABDI WALUYO,umumabdiwaluyo@gmail.com,081212556167
3171,3173580,RS UMUM KRAMAT 128,umumkramat128@gmail.com,081252276966
3171,3173612,RS KHUSUS THT PROF NIZAR,khususthtprofnizar@gmail.com,081249743820
3171,3173623,RS KHUSUS MATA JAKARTA EYE CENTER,khususmatajakartaeyecente@gmail.com,081225064186
3171,3173634,RS KHUSUS BEDAH BINA ESTETIKA,khususbedahbinaestetika@gmail.com,081252577032
3171,3173645,RS UMUM MENTENG MITRA AFIA,umummentengmitraafia@gmail.com,081242989134
3171,3173656,RS UMUM MITRA KEMAYORAN,umummitrakemayoran@gmail.com,081257972088
3171,3173671,RS GIGI DAN MULUT FKG UNIV. INDONESIA,gigidanmulutfkgunivindone@gmail.com,081211057504
3171,3173695,RS IBU DAN ANAK TAMBAK,ibudananaktambak@gmail.com,081214584023
3171,3173696,RS UMUM BUNDA JAKARTA,umumbundajakarta@gmail.com,081203154447
3171,3173697,RS KHUSUS GIGI DAN MULUT LADOKGI TNI AL R.E. MARTA,khususgigidanmulutladokgi@gmail.com,081278445585
3171,3173698,RS UMUM DAERAH SAWAH BESAR,umumdaerahsawahbesar@gmail.com,081283943723
3171,3173699,RS UMUM DAERAH KEMAYORAN,umumdaerahkemayoran@gmail.com,081241817528
3171,3173700,RS UMUM DAERAH CEMPAKA PUTIH,umumdaerahcempakaputih@gmail.com,081293480105
3171,3173701,RS UMUM DAERAH JOHAR BARU,umumdaerahjoharbaru@gmail.com,081258397460
3171,3173704,RS KHUSUS BEDAH SALEMBA SATU,khususbedahsalembasatu@gmail.com,081286157099
3171,3173705,RS UMUM DAERAH TANAH ABANG,umumdaerahtanahabang@gmail.com,081221879046
3171,3173706,RS UMUM HERMINA KEMAYORAN,umumherminakemayoran@gmail.com,081292880953
3171,3173707,RS GIGI DAN MULUT YARSI,gigidanmulutyarsi@gmail.com,081299805711
3171,3173712,RS UMUM YARSI,umumyarsi@gmail.com,081272955033
3171,3173723,RS SILOAM AGORA,siloamagora@gmail.com,081298764583
3173,3174015,RS UMUM SUMBER WARAS,umumsumberwaras@gmail.com,081201224055
3173,3174026,RS UMUM PELNI PETAMBURAN,umumpelnipetamburan@gmail.com,081226945226
3173,3174030,RS UMUM BHAKTI MULIA,umumbhaktimulia@gmail.com,081292577691
3173,3174041,RS JIWA DR. SOEHARTO HEERJAN,jiwadrsoehartoheerjan@gmail.com,081212591877
3173,3174052,RS UMUM GRHA KEDOYA,umumgrhakedoya@gmail.com,081274536046
3173,3174063,RS KANKER DHARMAIS,kankerdharmais@gmail.com,081227668243
3173,3174074,RS UMUM DAERAH CENGKARENG,umumdaerahcengkareng@gmail.com,081247877231
3173,3174260,RS ANAK DAN BUNDA HARAPAN KITA,anakdanbundaharapankita@gmail.com,081297967234
3173,3174282,RS JANTUNG DAN PEMBULUH DARAH HARAPAN KITA,jantungdanpembuluhdarahha@gmail.com,081285243442
3173,3174351,RS UMUM SILOAM HOSPITALS KEBON JERUK,umumsiloamhospitalskebonj@gmail.com,081211087676
3173,3174416,RS UMUM PATRIA IKKT,umumpatriaikkt@gmail.com,081243974538
3173,3174420,RS UMUM MEDIKA PERMATA HIJAU,umummedikapermatahijau@gmail.com,081271885423
3173,3174431,RS UMUM HERMINA DAAN MOGOT,umumherminadaanmogot@gmail.com,081276511862
3173,3174453,RS UMUM CINTA KASIH TZU CHI,umumcintakasihtzuchi@gmail.com,081251860733
3173,3174486,RS UMUM  ROYAL TARUMA,umumroyaltaruma@gmail.com,081250977114
3173,3174497,RS UMUM BINA SEHAT MANDIRI,umumbinasehatmandiri@gmail.com,081276791474
3173,3174508,RS UMUM PURI INDAH,umumpuriindah@gmail.com,081228342823
3172,3174509,RS IBU DAN ANAK ST. YUSUF,ibudananakstyusuf@gmail.com,081252764569
3173,3174510,RS UMUM ANGGREK MAS,umumanggrekmas@gmail.com,081242833537
3173,3174515,RS KHUSUS MATA JAKARTA EYE CENTER KEDOYA,khususmatajakartaeyecente@gmail.com,081247910761
3173,3174516,RS IBU DAN ANAK IBNU SINA,ibudananakibnusina@gmail.com,081274346604
3173,3174517,RS UMUM DAERAH  KEMBANGAN,umumdaerahkembangan@gmail.com,081299272325
3173,3174518,RS UMUM DAERAH KALIDERES,umumdaerahkalideres@gmail.com,081212200795
3173,3174519,RS UMUM MITRA KELUARGA KALIDERES,umummitrakeluargakalidere@gmail.com,081289782264
3173,3174522,RS UMUM CIPUTRA HOSPITAL CITRAGARDEN CITY,umumciputrahospitalcitrag@gmail.com,081271365603
3175,3174523,RS UMUM DAERAH MATRAMAN,umumdaerahmatraman@gmail.com,081222041402
3173,3174525,RS UMUM DAERAH TAMAN SARI,umumdaerahtamansari@gmail.com,081225235409
3173,3174527,RS GIGI DAN MULUT FKG UNIVERSITAS TRISAKTI,gigidanmulutfkguniversita@gmail.com,081275891204
3173,3174529,RS UMUM CENDANA,umumcendana@gmail.com,081209966076
3173,3174530,RS KHUSUS IBU DAN ANAK ARIES,khususibudananakaries@gmail.com,081262355088
3173,3174531,RS UKRIDA,ukrida@gmail.com,081235232059
3172,3175016,RS UMUM DAERAH KOJA,umumdaerahkoja@gmail.com,081209166004
3172,3175031,RS UMUM AKADEMIK ATMA JAYA,umumakademikatmajaya@gmail.com,081298794482
3172,3175042,RS UMUM  PELABUHAN TANJUNG PRIOK,umumpelabuhantanjungpriok@gmail.com,081267923529
3172,3175064,RS PENYAKIT INFEKSI PROF. DR. SULIANTI SAROSO,penyakitinfeksiprofdrsuli@gmail.com,081279697309
3172,3175075,RS UMUM MULYASARI,umummulyasari@gmail.com,081264326317
3172,3175181,RS UMUM SUKMUL,umumsukmul@gmail.com,081255146510
3172,3175304,RS UMUM HERMINA PODOMORO,umumherminapodomoro@gmail.com,081268171783
3172,3175315,RS UMUM  SATYA NEGARA,umumsatyanegara@gmail.com,081260764064
3172,3175326,RS UMUM ISLAM JAKARTA UTARA,umumislamjakartautara@gmail.com,081203407072
3172,3175330,RS UMUM ROYAL PROGRESS,umumroyalprogress@gmail.com,081215610276
3172,3175341,RS UMUM PLUIT,umumpluit@gmail.com,081288783813
3172,3175352,RS UMUM PANTAI INDAH KAPUK,umumpantaiindahkapuk@gmail.com,081254399573
3172,3175363,RS IBU DAN ANAK FAMILY,ibudananakfamily@gmail.com,081204873378
3172,3175374,RS UMUM PURI MEDIKA,umumpurimedika@gmail.com,081242249589
3172,3175385,RS UMUM MITRA KELUARGA KELAPA GADING,umummitrakeluargakelapaga@gmail.com,081213938549
3172,3175396,RS UMUM PORT MEDICAL CENTER,umumportmedicalcenter@gmail.com,081247820979
3172,3175407,RS UMUM GADING PLUIT,umumgadingpluit@gmail.com,081284911771
3172,3175408,RS UMUM FIRDAUS,umumfirdaus@gmail.com,081287678805
3172,3175409,RS IBU DAN ANAK GRAND FAMILY,ibudananakgrandfamily@gmail.com,081270178905
3172,3175410,RS UMUM PEKERJA,umumpekerja@gmail.com,081275986419
3172,3175411,RS UMUM DUTA INDAH,umumdutaindah@gmail.com,081280587512
3172,3175412,RS UMUM DAERAH TUGU KOJA,umumdaerahtugukoja@gmail.com,081248041956
3172,3175413,RS UMUM DAERAH  PADEMANGAN,umumdaerahpademangan@gmail.com,081204271281
3172,3175414,RS UMUM DAERAH CILINCING,umumdaerahcilincing@gmail.com,081265817563
3172,3175416,RS UMUM DAERAH  TANJUNG PRIOK,umumdaerahtanjungpriok@gmail.com,081242248696
3172,3175417,RS MATA PRIMASANA,mataprimasana@gmail.com,081269904436
3172,3175418,RS UMUM TZU CHI HOSPITAL,umumtzuchihospital@gmail.com,081209823686
3276,3201013,RS UMUM HARAPAN DEPOK,umumharapandepok@gmail.com,081287802607
3201,3201024,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,parudrmgoenawanpartowidig@gmail.com,081207749293
3276,3201035,RS UMUM BHAKTI YUDHA,umumbhaktiyudha@gmail.com,081246873280
3201,3201046,RS UMUM DAERAH CIBINONG,umumdaerahcibinong@gmail.com,081275408856
3201,3201050,RS UMUM DAERAH CIAWI,umumdaerahciawi@gmail.com,081276729078
3276,3201061,RS UMUM TUGU IBU,umumtuguibu@gmail.com,081208067323
3276,3201072,RS UMUM PURI CINERE,umumpuricinere@gmail.com,081283830909
3201,3201083,RS UMUM DAERAH LEUWILIANG,umumdaerahleuwiliang@gmail.com,081232100407
3201,3201094,RS UMUM ANNISA,umumannisa@gmail.com,081267788557
3201,3201115,RS UMUM BINA HUSADA,umumbinahusada@gmail.com,081267045932
3276,3201126,RS UMUM HERMINA DEPOK,umumherminadepok@gmail.com,081206433347
3201,3201130,RS IBU DAN ANAK CITRA INSANI,ibudananakcitrainsani@gmail.com,081241974055
3276,3201141,RS IBU DAN ANAK TUMBUH KEMBANG,ibudananaktumbuhkembang@gmail.com,081289015550
3201,3201150,RS UMUM FAMILY MEDICAL CENTER,umumfamilymedicalcenter@gmail.com,081252765642
3201,3201152,RS UMUM MARY CILEUNGSI HIJAU,umummarycileungsihijau@gmail.com,081211809285
